review,sentiment,tokenized_review,lemmatized_review,review_vector,predicted_sentiment,reason
host staff lack better word bitches,negative,"['host', 'staff', 'lack', 'better', 'word', 'bitches']",host staff lack better word bitch,"[-2.21280541e-04  2.29931157e-03  1.36561540e-03 -3.10314982e-03
 -1.88314170e-03 -1.55791116e-03 -5.29458933e-03  2.39878241e-03
  1.98509521e-03 -2.47439509e-03 -5.42408496e-04 -2.40703975e-03
  5.31131728e-03 -3.74259450e-03 -9.56154021e-04 -5.30898105e-04
 -1.03884064e-04 -1.49795238e-03  2.88437353e-04  1.35079154e-03
  3.68259638e-03 -1.51637534e-03 -1.89602131e-03 -3.51490104e-03
 -1.65212201e-03 -6.27691858e-03  1.02906046e-03 -2.86372751e-03
 -1.78619230e-03 -3.30492738e-03 -2.70419987e-05  4.72423708e-04
  1.08411827e-03 -5.13390347e-04 -5.98553161e-04  2.21281964e-03
 -4.21528192e-03 -1.51194108e-03 -1.26680068e-03 -2.10963236e-03
  5.60743362e-03 -9.00882704e-04  2.01952434e-03 -1.01558166e-03
  8.07663368e-04 -3.84043291e-04 -2.16573221e-03 -3.07040382e-03
 -1.10874046e-03  3.35130910e-03 -1.57602190e-03 -1.12964597e-03
 -1.23922562e-03 -1.82935467e-03 -2.66699307e-03 -3.39337537e-04
  3.79223144e-04  1.69127306e-03 -2.52667093e-03 -2.20421818e-03
  4.61168680e-03 -1.11247308e-03  1.99933606e-03 -1.38902187e-03
 -3.64820793e-04 -2.05517164e-03 -3.95797240e-03 -1.71951193e-03
 -2.61001079e-03  1.80783961e-03 -1.40302975e-04 -5.49454300e-04
  3.74678802e-03  2.98324763e-03  3.01653403e-03  6.90722372e-04
  5.24129951e-03 -2.00621295e-03 -4.83232271e-03  5.52005321e-03
 -4.47426137e-04  3.30777583e-03 -3.31925158e-03 -1.45087601e-04
 -1.82260433e-03 -8.25211639e-04  4.89098625e-03  4.76384722e-03
  1.43847521e-03  7.60095485e-04 -3.22141386e-05  1.63778255e-03
  3.05030681e-03 -3.47417616e-03  2.46030022e-03 -1.81470779e-04
 -6.13787037e-04 -3.87818180e-03  1.27585360e-03  4.35528200e-04]",positive,Failed to capture intensity of negative sentiment.
kind hard mess steak,negative,"['kind', 'hard', 'mess', 'steak']",kind hard mess steak,"[ 8.7737665e-04  3.8740970e-03  7.0339022e-04  1.4276663e-03
  2.8064784e-03  3.2564029e-03  4.3517556e-03 -2.4438840e-03
  2.0668684e-03 -3.5062940e-03 -8.0845435e-04 -6.9963571e-04
 -4.5760337e-04  1.0698036e-03 -8.5704285e-04 -1.1213310e-04
  1.9760607e-03  3.7261145e-03 -2.1296758e-03 -1.6870691e-03
 -4.0487032e-03 -2.3884955e-03  4.5405733e-03 -2.0449453e-03
 -1.5698802e-03  1.2333947e-04  1.1189762e-03 -4.8199263e-03
  7.8040879e-04  5.2050542e-05 -2.5570635e-03 -1.2611663e-03
 -3.9636199e-03  2.0581738e-03 -7.0059625e-03 -2.2573527e-03
 -1.9260300e-03  2.7486796e-03  1.1437509e-03 -2.4042458e-03
 -2.0468007e-03 -1.3043286e-04  2.7608238e-03  7.0352590e-04
  2.7802137e-03  2.9943020e-03  6.9832429e-04 -1.7982218e-03
  7.1888957e-03  9.8722277e-04  2.6408653e-04  6.5596239e-04
 -1.3195365e-03 -4.0036989e-03 -4.4453354e-03  3.9642262e-03
  6.3840044e-04 -1.1058934e-03 -7.3454911e-03  4.7046773e-04
  4.8024645e-03  4.4442625e-03  3.6729083e-03 -1.1269491e-03
  2.8717080e-03 -1.5058115e-03 -2.2591529e-03  3.5165041e-03
 -3.4993868e-03 -9.1460475e-04  1.1405142e-03 -1.2053979e-03
  5.7561495e-03 -1.2446446e-03  5.5810958e-03 -5.3955335e-03
 -1.0373432e-03 -6.0824459e-05  2.7376469e-04 -6.5375604e-03
  2.8243407e-03 -1.7626623e-03 -2.6637997e-04  1.0150931e-03
  4.7837184e-03  8.5400674e-04  2.3701093e-03  2.9917830e-03
  1.8512548e-03  1.6366085e-03  2.6910775e-03  4.2125317e-03
 -2.3822789e-04  5.6271222e-03 -3.2136631e-03 -3.6871831e-03
  2.2272211e-03  3.6636237e-03 -3.8300864e-03 -2.6626615e-03]",positive,Short negative review misclassified.
place deserves one star 90 food,negative,"['place', 'deserves', 'one', 'star', '90', 'food']",place deserves one star 90 food,"[-2.7584538e-03  2.1436170e-03 -1.1192804e-03  1.2057860e-03
  4.0290765e-03 -1.3860837e-03  6.6739856e-04  4.9907533e-03
 -2.9279066e-03 -1.0802334e-03  4.0208141e-04 -7.2864983e-03
 -1.3929586e-03  4.5673666e-03 -1.6619191e-03 -3.5314533e-04
 -8.8321837e-04  2.6095191e-03 -3.1544722e-03 -4.4160099e-03
  1.5400477e-03 -3.0464579e-03  2.2044631e-03 -2.4604967e-03
  1.4064019e-03 -2.0536205e-03 -2.5468136e-03 -8.1571285e-04
 -3.5773488e-03  4.6536955e-03  5.0333091e-03 -2.1048973e-03
  1.7852109e-03 -6.2597678e-03  1.0362038e-03  4.0240120e-03
  1.5878674e-03  4.3355580e-04 -2.8559178e-04 -4.8795734e-03
  2.6398252e-03 -4.4721928e-03 -2.3445971e-03  2.0170764e-03
  3.3432720e-03  2.0780752e-03 -1.0842455e-03  8.8637171e-05
 -1.3269583e-03  1.8796254e-03  3.5644947e-03 -6.7903432e-03
 -3.1383929e-03  3.7854732e-04 -3.1622418e-03  3.3029383e-03
 -9.2053768e-04 -5.7805446e-04 -4.7701811e-03 -1.0274624e-03
  2.1922402e-04 -4.9930828e-04 -5.5371528e-04 -3.5070069e-03
 -8.0780505e-04  1.0897918e-04 -3.2418221e-04 -5.9013488e-05
 -9.0836234e-05  4.3670181e-03 -2.9589710e-04  5.0356914e-03
  5.0221197e-03  2.1328793e-03  2.8191907e-03 -2.1532292e-03
  2.0879994e-03 -1.6482193e-03  1.6078218e-03  1.3979805e-03
 -2.6117342e-03 -3.5003766e-03 -5.2248375e-03 -1.3464309e-03
  1.1793172e-03 -1.2487074e-03 -1.1439251e-03 -1.4949808e-03
  2.8983804e-03 -3.5469963e-03  1.8765995e-03 -3.9277741e-04
  4.1940133e-03 -7.0836087e-04  3.4824977e-04  4.4180681e-03
  4.9157575e-04 -4.9420851e-03 -8.6418632e-04  7.6774048e-04]",positive,Failed to capture intensity of negative sentiment.
lady table next us found live green caterpillar salad,negative,"['lady', 'table', 'next', 'us', 'found', 'live', 'green', 'caterpillar', 'salad']",lady table next u found live green caterpillar salad,"[ 2.58134026e-03  5.73188125e-04  6.35430450e-04 -2.20898795e-03
 -7.05483020e-04 -4.41963738e-03  5.36158797e-04  3.01172910e-03
 -1.39317662e-03  1.14934565e-03 -1.82551646e-03  2.69294134e-03
 -1.17692316e-03 -3.98181783e-06 -1.41512998e-03  5.64477523e-04
  3.02197353e-04  1.79939240e-03 -5.11548715e-03  2.62920425e-04
 -2.98818166e-04  1.76336820e-04  1.81768707e-03 -3.75640439e-03
  6.63724204e-04  7.96958106e-04 -2.47316784e-03 -3.55384173e-03
  1.65351108e-03  5.85631235e-04  1.89592212e-03  9.31026007e-04
  8.20622197e-04 -2.77319713e-03 -2.39662928e-04  3.20758950e-03
 -2.95123493e-04  3.10331263e-04 -4.83921875e-04 -6.04392914e-03
  2.20909691e-03 -2.19039666e-03 -3.29210481e-04 -1.45456754e-04
  1.07183494e-03 -2.81419279e-03 -2.81932740e-03 -6.53882744e-04
 -5.10257436e-04 -2.43706512e-03  2.36394536e-03 -1.63237145e-03
 -3.97366984e-03  1.40009494e-03 -2.58464902e-03 -1.37865107e-04
  1.02693113e-04 -3.20759090e-03 -1.85696012e-03  1.66105549e-03
  6.06364803e-04  1.98415550e-03 -1.28195435e-03 -7.09949760e-04
 -1.04484288e-03  2.78112944e-03  2.12669279e-03  1.20111275e-04
 -8.93770019e-04  2.78610550e-03 -4.32908442e-03 -3.12768784e-03
 -5.81156521e-04 -6.90578599e-04  8.02165086e-05  1.04460807e-03
 -3.96998413e-03  3.14767030e-03  2.17069685e-03 -2.46262643e-04
  1.79271854e-03  1.01084309e-03 -1.62810751e-03  4.84473398e-03
 -4.32289112e-03  8.30056379e-04 -7.69311679e-04  3.74420732e-03
  7.39722222e-04  9.62482882e-04 -2.62958420e-05  1.92239939e-03
 -1.07890308e-04 -1.12770265e-03  1.72858115e-03  1.20441196e-03
 -7.45366968e-04 -1.70934945e-03 -7.24454236e-04 -9.14069184e-04]",positive,Failed to capture intensity of negative sentiment.
better atmosphere,negative,"['better', 'atmosphere']",better atmosphere,"[-3.7753908e-04  5.2647046e-03  4.3811840e-03 -9.5001068e-03
  1.6805124e-03 -1.6455523e-03  5.1810569e-03 -1.3455058e-03
 -4.6444004e-03  6.2424010e-03 -6.2590763e-03 -9.6803810e-03
  2.3550135e-03 -6.6488804e-03 -2.9845766e-03  2.0265444e-03
 -3.1085615e-04 -2.1406214e-03  2.7669419e-03 -3.6160448e-03
  1.1413051e-03  2.3291395e-03  5.9602642e-03 -1.4279876e-03
  5.8830502e-03  2.0043824e-03  4.8812730e-03  9.5900777e-04
 -6.7362352e-04 -2.7441687e-03 -1.2801345e-03  1.1791610e-03
  4.2037750e-03  3.2019874e-04 -4.6159532e-03  7.3629129e-04
 -5.4962467e-05 -1.3364650e-03 -3.2886611e-03 -9.5735360e-03
 -2.3314953e-03 -2.9620645e-04  3.0672858e-03 -2.2503163e-03
 -1.9425498e-03 -3.5780785e-03  9.1763167e-04 -1.4210234e-03
 -7.5953873e-03 -2.8904947e-03 -9.2934351e-04 -3.7527033e-03
  8.6398097e-04  4.4739386e-04 -2.8021138e-03 -5.6514656e-03
  4.7153984e-03  7.1319314e-03 -6.7175259e-03 -3.9741579e-03
  6.9858572e-03 -1.7488929e-03  3.4945130e-03  7.6863891e-04
 -1.3142629e-03  7.3377667e-03 -2.7337170e-03  2.7914920e-03
 -3.3084904e-03 -5.6655896e-03 -8.9577306e-03  9.0934057e-03
  4.8767135e-04 -1.7416917e-03  3.7989065e-03  1.1189468e-04
 -1.6681338e-03  7.8414893e-04 -5.3621242e-03  1.9321714e-03
  1.1417179e-03 -1.5017848e-03 -3.7486730e-03 -7.7415758e-04
  3.5583689e-03  3.3343323e-03  5.6607719e-03  6.1146743e-03
  5.5479421e-03  1.9579569e-03 -4.5494367e-03  3.8074660e-03
 -4.0487377e-03  5.5523785e-03  6.5691629e-03  5.5714878e-03
 -3.5656961e-03  4.0301131e-03  3.7061425e-03 -1.4816596e-03]",positive,Short negative review misclassified.
sashimi poor quality soggy tasteless,negative,"['sashimi', 'poor', 'quality', 'soggy', 'tasteless']",sashimi poor quality soggy tasteless,"[-3.8392707e-03  6.9808628e-04  8.5353554e-04  2.8763851e-04
  7.1650662e-04 -1.4110028e-03  5.6565990e-04  6.6800890e-03
  2.4704870e-03  3.6647797e-03  1.7235875e-03 -3.7222174e-03
  2.7686984e-03  2.7462547e-03  1.9485535e-03  3.2039981e-03
 -1.8684568e-03 -3.3861785e-03  2.3715878e-03 -2.5499735e-03
  2.0252324e-03  1.6298890e-03  4.4073728e-03  2.3938897e-03
 -7.3094154e-03  4.1694767e-03 -9.1193338e-05  6.5378090e-03
  1.4971828e-03  2.7045240e-03  6.1513190e-03  1.2569629e-03
  9.1191160e-04  3.2513149e-03 -1.5244329e-03 -3.1475560e-04
 -4.2700828e-03 -2.0801085e-03 -1.2321163e-03 -5.3528380e-03
 -1.3838116e-03 -4.0420946e-03 -8.9026989e-06  6.1224774e-03
  4.1491375e-03  4.6092244e-03  2.8751423e-03  3.5208403e-03
 -1.8235209e-03  9.1320093e-05  3.5179406e-03  3.7244901e-03
  2.6883148e-03 -1.7622516e-03 -1.5932141e-03  2.6135198e-03
  2.3749417e-03 -5.7802926e-04 -2.8438675e-03 -2.1298495e-03
 -4.2377589e-03  1.8540645e-03  2.1024034e-03 -1.3983474e-04
 -2.7193441e-03  1.3454566e-03  9.4924698e-04  6.0367608e-03
  2.3657386e-03  4.6263780e-03 -7.4645312e-04 -4.3072653e-04
 -1.8757569e-03  2.3480566e-04  7.3621497e-03  2.4516284e-03
 -4.5362390e-03 -6.7669747e-04  1.2231497e-03 -1.1213259e-03
 -3.2753616e-03  2.9207004e-04  1.7710931e-03  2.1064035e-03
  2.9085700e-03  1.1399452e-03 -2.8828685e-03  2.3846324e-03
 -1.8321797e-04 -3.5217036e-03  6.1987070e-03 -2.1592784e-04
 -3.7101000e-03  4.9958187e-03 -7.6300936e-04  1.6032405e-03
  1.6393628e-03  1.3387065e-03 -2.0095301e-03  4.5593209e-03]",positive,Failed to capture intensity of negative sentiment.
definitely turn doubt ill back unless someone else buying,negative,"['definitely', 'turn', 'doubt', 'ill', 'back', 'unless', 'someone', 'else', 'buying']",definitely turn doubt ill back unless someone else buying,"[-2.14554393e-03 -3.62523657e-04 -3.75696761e-03  2.54833908e-03
  2.82824389e-04 -1.70414255e-03  5.59891108e-04  1.04551727e-03
 -1.12093263e-03  1.43058738e-03  8.46600975e-04 -1.23036129e-03
  2.94253114e-03 -1.10347918e-03  1.00125244e-03 -2.81630713e-03
 -7.63124786e-04  7.60063296e-04  4.31452994e-04  6.97327778e-05
  1.64758158e-03 -7.76075525e-04  1.83233991e-03 -2.04734039e-04
 -2.27171881e-03 -4.18565981e-03  1.97974080e-03 -5.70708374e-03
 -1.65416009e-03  1.66425586e-03 -1.17682514e-03  1.06457109e-03
 -2.34701950e-03 -7.84541131e-04  2.75427313e-03 -2.03655800e-03
 -1.60777045e-03  9.46320884e-04 -4.12639172e-04 -5.35157230e-03
  2.43512704e-03  2.68308086e-05  6.11551979e-04 -1.46213616e-03
 -2.39660803e-04  2.09812890e-03 -7.86002842e-04  3.53150215e-04
  9.49092442e-04  9.51089489e-04  2.50701862e-03  8.51431803e-04
  3.46184103e-03 -2.24955264e-03  2.04991386e-03 -2.59276270e-03
 -2.62406305e-03 -3.52842268e-03 -1.90012658e-03  2.59094569e-03
  2.59423014e-05  1.56058697e-03  3.41937458e-03 -2.57382140e-04
  1.52360235e-05 -2.19262112e-03  1.66910730e-04  6.46218657e-04
 -4.74492874e-04  7.92549108e-04 -1.63540116e-03 -1.35762815e-03
  1.01088808e-04  1.12844096e-03  5.73735510e-04  1.08139450e-03
 -8.68531759e-04  2.27313768e-03 -1.43121183e-03  2.13337387e-03
 -2.80583673e-03 -5.12072677e-03 -3.25555564e-03 -1.00715912e-03
 -2.51699472e-03 -1.28295156e-03 -4.13789123e-04 -2.64806463e-03
  1.47452252e-03  2.80076358e-03  2.18370534e-03  7.54986075e-04
 -4.29785298e-03  8.63137888e-04 -1.09523395e-03  2.54765688e-03
 -2.11496008e-04 -6.34419871e-03  5.49833581e-04 -1.11902400e-03]",positive,Failed to capture intensity of negative sentiment.
tragedy struck,negative,"['tragedy', 'struck']",tragedy struck,"[-0.00074404  0.00137224 -0.00090616  0.002734    0.00404528  0.0072032
  0.00365449  0.00037264  0.0005316  -0.00047707 -0.0007731  -0.00037724
  0.00626447  0.00839382 -0.00044044 -0.00144365 -0.00302965  0.00917779
 -0.00051438 -0.00723431 -0.00278993  0.00547475 -0.00390069  0.0022152
  0.00198933  0.00215528  0.00309943  0.00086818 -0.00414037  0.00559008
 -0.00538696  0.00900682  0.00716305 -0.00274986 -0.00537553  0.00516637
  0.00411216 -0.0048183   0.00051898 -0.00117331 -0.00237643  0.00378369
  0.00619667 -0.00530832  0.0003825   0.00205348 -0.00613983 -0.00011121
 -0.0001577  -0.00309418 -0.00789024 -0.00678602 -0.00625899  0.00102144
 -0.00124292  0.00546358  0.00589014  0.00261001 -0.00808878  0.00149545
  0.00650452 -0.00309782 -0.00849693  0.00923473  0.00676797  0.00195533
 -0.00086308  0.00367612 -0.00414045  0.00877202  0.00197768 -0.00224754
 -0.00188205 -0.00021147 -0.00663258  0.00030554 -0.00377084  0.00569552
 -0.00358058 -0.00296296  0.00195874  0.00497584  0.00108545 -0.00464193
 -0.00071553  0.00057227 -0.00454276 -0.00132168 -0.00081847  0.00225414
  0.00091129  0.00184592 -0.00021829 -0.00033079 -0.00536302 -0.00197502
  0.00236236  0.00499605  0.00169944 -0.00189643]",positive,Short negative review misclassified.
plantains worst ever tasted,negative,"['plantains', 'worst', 'ever', 'tasted']",plantain worst ever tasted,"[-7.2203372e-03  7.9089985e-04 -1.2149977e-03 -3.1024942e-03
 -2.8051636e-03  1.1868798e-03 -1.0982217e-03 -8.0182648e-04
 -1.5130895e-03 -1.7379937e-03 -5.4817367e-03  3.7368825e-03
 -2.9961794e-04 -6.4463681e-03  3.2944917e-03  6.8989035e-04
  2.8222085e-03 -1.5162620e-03 -2.0311801e-03 -5.1718671e-06
  1.1521410e-03  3.9526366e-04 -4.7295971e-04  1.7896577e-03
 -1.5460020e-03 -7.6419674e-05 -1.6183344e-03 -6.4968173e-03
 -3.9811302e-03  7.0802053e-05  1.2150924e-03  3.7595050e-03
  3.7680920e-03 -6.1932812e-03  2.7195585e-03  1.1487321e-03
 -5.1466818e-04 -2.4692749e-04 -1.8661886e-03 -1.0155765e-03
  3.8665989e-03 -1.1335096e-03 -1.7844662e-03  2.0528084e-04
  2.6127459e-03 -3.5765967e-03  5.9597730e-04  2.5252705e-03
  6.4390022e-03  5.7410263e-04  4.1385684e-03 -3.0714723e-03
 -2.4810177e-03  9.4646995e-05 -4.9705086e-03 -1.0620003e-03
 -1.8528925e-03  8.5108978e-04  7.4006617e-05  3.1506517e-03
  2.3023358e-03  7.1228966e-03 -1.0166030e-03  5.5772974e-04
  3.7710406e-03 -5.7353440e-04 -3.1037510e-03  6.4649628e-03
 -1.1537768e-03  3.6567650e-03 -2.3520174e-03 -1.3838382e-03
 -2.2956713e-03 -8.1037800e-04  7.3442701e-03  6.5594015e-04
 -1.6107230e-04  2.1453134e-03 -2.1865659e-03 -1.5977167e-03
 -4.0326999e-03  8.3585794e-05  1.0580958e-03  1.2035703e-03
 -1.6866003e-03  2.1990405e-03  8.2546193e-04  2.7020755e-03
  4.3991883e-04  2.3870682e-03  8.7292073e-03  4.4234153e-03
  6.4795259e-03  3.1141816e-03  8.7504985e-04 -1.3543640e-03
  3.5395469e-03 -4.2032413e-03 -3.0906517e-03  6.8645524e-03]",positive,Negative sentiment possibly diluted by surrounding words.
not tasty texture nasty,negative,"['not', 'tasty', 'texture', 'nasty']",not tasty texture nasty,"[-0.00310784  0.00123819  0.00077532  0.00218629 -0.00093999 -0.00476663
  0.0061546   0.00750999 -0.00056838 -0.00611886  0.00393356  0.0013416
 -0.00380751  0.00257589 -0.00081739  0.00164235  0.00101363 -0.00407066
 -0.00459716 -0.00189727  0.0021223  -0.00022526 -0.00286605 -0.00179991
  0.0057598  -0.00156893 -0.00039803 -0.00150061 -0.00614148 -0.0020678
  0.00158581  0.0008845   0.0036209  -0.00534876 -0.00047756  0.00107858
  0.00103047 -0.00083663 -0.0007459  -0.00539554  0.00194957  0.00199255
 -0.00162132 -0.0012127   0.00281113 -0.00136515 -0.00401427  0.00266154
  0.00236401  0.0058661  -0.00586403  0.00235661 -0.0043746   0.00093049
  0.00056036  0.00182705  0.00423403 -0.00243275  0.00035408 -0.0001872
 -0.00192176  0.00103805 -0.00354462 -0.00523234 -0.00343203  0.0031572
  0.00387112  0.00566081 -0.00659745  0.00395331  0.00047926 -0.00093932
  0.00120028 -0.00172303  0.00519822  0.00183653  0.00051632 -0.00133042
 -0.00655961 -0.00161612  0.00049971  0.00113224  0.0004969   0.00587938
 -0.0007886  -0.0003846   0.00452612 -0.00250388  0.00012629  0.00285711
  0.00205204  0.00248068  0.00070427 -0.00070977  0.00754962  0.00477775
 -0.00596263 -0.00478026  0.00251556  0.00188818]",positive,Short negative review misclassified.
appetite instantly gone,negative,"['appetite', 'instantly', 'gone']",appetite instantly gone,"[ 1.4999424e-03  6.2809312e-03  3.6786322e-03  9.5763925e-04
  6.0473899e-03  2.3999903e-03 -7.3970243e-04  3.0637581e-03
 -7.6703454e-04  2.1258809e-03 -5.5079977e-03 -2.8606707e-03
  2.0898753e-03  1.6086834e-03  5.5014282e-03  3.0727787e-03
  2.1231605e-03 -9.4355020e-04 -3.7731386e-03 -2.3611544e-03
  3.0889770e-03 -2.1787889e-04  5.7246983e-03  1.0813843e-03
 -3.8471129e-03  6.1377170e-03 -2.8355885e-04 -7.1448479e-03
 -1.3584025e-03  6.4176396e-03 -4.6679224e-03  8.6266395e-05
 -1.5335655e-03  5.0176731e-03 -1.0307886e-03  1.9901262e-03
 -5.9608291e-03 -1.2962550e-03  2.9385454e-04 -1.3399645e-03
 -7.1191755e-03  2.5224078e-03 -4.4196355e-03 -2.5583137e-04
 -4.8774993e-04  4.0066335e-04 -5.1904987e-03 -3.5534831e-04
 -9.5938640e-06  7.7324716e-04 -3.7712920e-03  3.7868274e-03
 -3.0468774e-03  4.1665793e-03 -2.0583381e-03  4.8991512e-03
 -1.6711336e-03 -3.3932200e-03 -2.2268745e-03  2.2584798e-03
 -6.6067982e-03 -5.4972856e-03 -2.7169704e-03 -1.8738540e-03
 -3.6145942e-03  6.1909761e-04  1.6916175e-03  1.9260164e-03
 -3.8050648e-03 -7.9848774e-04 -5.5429391e-03 -5.2365898e-03
  6.8991649e-04  7.0776581e-03  3.8648678e-03  8.1760896e-04
  7.5672014e-04  3.6194294e-03 -1.0368554e-04  7.5281262e-03
  1.7085831e-03 -8.4603782e-04  2.1603045e-03 -1.9270704e-03
  4.1347109e-03 -2.8208503e-03 -1.3966620e-03 -2.5917620e-03
 -3.4652601e-03 -2.3768395e-03  5.6905686e-03  1.8848126e-03
  6.2472527e-03 -1.0312723e-03  1.4284989e-03 -3.4879111e-03
  8.4703276e-04 -8.5701817e-05  2.4782976e-03 -6.3242563e-03]",positive,Short negative review misclassified.
real disappointment waiter,negative,"['real', 'disappointment', 'waiter']",real disappointment waiter,"[ 7.4250586e-03  6.7054308e-03  1.6316551e-03 -1.8554432e-03
  4.0050726e-03 -2.5989240e-04  1.8477713e-03  3.2213051e-03
 -3.9111995e-03  3.1596206e-03 -8.6264865e-04 -2.4612236e-03
 -6.3324147e-03  2.1495263e-03  2.2089847e-03  1.8965978e-03
 -4.2398772e-04  3.1513351e-03  3.3567909e-03 -8.9435866e-03
  3.9662118e-03  2.0828426e-03  2.4100121e-03 -3.2590705e-03
  1.7011563e-03 -7.6619908e-06 -5.6765373e-03 -4.7155144e-04
 -6.9024698e-03 -3.0759869e-03  3.5002634e-03  6.9101265e-04
 -4.0882509e-03  2.2611339e-03  1.6899711e-03 -2.1595394e-03
 -4.6909465e-03 -3.5285559e-03  1.9648040e-03 -5.6942143e-03
  2.3007474e-03  2.4890513e-04  5.8429260e-03  5.1392205e-03
  6.5492652e-03  1.2160973e-03 -3.7802197e-04 -6.1205202e-03
  4.6543675e-03  1.4353373e-04  2.6915979e-03  3.2276828e-03
 -2.5965478e-03  3.8402642e-03 -3.5007356e-03 -1.8368099e-03
  1.0820170e-03 -5.4869913e-03 -4.6502193e-03 -7.5641139e-03
 -9.2657428e-04  6.6631492e-03 -3.5739203e-03 -4.1928762e-03
  6.3117863e-05 -3.6919445e-03 -1.3867127e-03 -1.1997237e-03
  3.3340848e-03  2.7512256e-03 -3.4173708e-03  1.4318122e-03
  7.8602642e-04 -1.3846392e-03  1.1493299e-03  5.1557613e-03
  3.7295828e-03 -4.1184109e-03 -1.6208282e-03  6.9424073e-04
  6.1138025e-03 -1.0095172e-03 -3.1228920e-03 -2.3485560e-03
  8.3351387e-03  1.6387763e-03 -2.8012441e-03  3.3311944e-03
 -3.3575706e-03 -3.3714212e-03 -5.3318037e-04 -1.5110024e-03
 -1.1233906e-03 -3.2076917e-03  4.7206166e-03 -4.8147873e-03
  2.5240716e-03 -4.6912069e-03 -8.1582842e-03  1.4987756e-03]",positive,Short negative review misclassified.
bad day not low tolerance rude customer service people job nice polite wash dishes otherwise,negative,"['bad', 'day', 'not', 'low', 'tolerance', 'rude', 'customer', 'service', 'people', 'job', 'nice', 'polite', 'wash', 'dishes', 'otherwise']",bad day not low tolerance rude customer service people job nice polite wash dish otherwise,"[-2.2327160e-03  1.2328970e-03 -1.3539273e-03  2.1162457e-03
 -2.6386396e-03 -3.0018715e-03  3.4539469e-03  1.8748497e-03
 -6.5532723e-04 -1.2378518e-06  1.6159910e-03 -1.9216686e-04
  1.2903272e-05  9.7178324e-04  4.7487381e-04 -2.7046322e-03
  5.4858171e-04 -5.6594092e-04  1.1230741e-04 -3.9223759e-03
  2.8512836e-03 -2.0071212e-03  1.0015839e-03 -1.9508995e-04
 -6.6393329e-04  6.5685011e-04 -1.0792427e-03  3.0910008e-04
 -1.3421675e-03 -1.7128604e-03  1.0348269e-03 -1.3660679e-03
 -4.6248308e-05  4.1248076e-04  1.7062913e-03  1.0902999e-03
  8.1566733e-04  1.7916157e-03 -5.1351297e-05 -3.3827825e-03
  4.6755755e-04 -7.2863029e-04 -4.6958192e-03  3.1036285e-03
 -5.8300130e-04 -3.3892570e-03  1.0656824e-04  7.3493269e-05
  1.1761506e-03  4.4247098e-04 -1.2778396e-03 -8.7398512e-04
  1.0160017e-03  4.6889571e-04 -1.2620222e-03  1.6703166e-03
 -1.7693061e-04 -7.9070742e-04 -3.1949326e-03 -2.7496560e-04
 -1.5251673e-03 -2.2306510e-03  2.9357756e-04 -1.6016167e-03
 -8.2186668e-04  1.3745171e-03 -1.0559135e-03  2.7752204e-03
 -1.5592168e-03  2.3951989e-03 -6.6735153e-04  3.1403119e-03
  3.1406916e-04 -1.7287330e-03  3.5434461e-03  2.9904791e-03
 -2.8998236e-04  2.3480949e-03 -2.0518280e-03  4.4195872e-04
 -1.6068417e-03  1.4589269e-03 -7.9344719e-04  1.5994759e-03
 -5.4049765e-04 -2.1143437e-04  1.4673690e-03  2.9375642e-03
  4.6278076e-04  1.0274348e-03  8.6683373e-04  2.1895515e-04
  1.9083875e-03 -9.2996750e-05  1.4249976e-03 -8.3774579e-04
  1.3523845e-03  1.1075526e-03 -6.2363106e-04  6.3564989e-04]",positive,Failed to capture intensity of negative sentiment.
